symbol,date,year,Stock Price,Number of Shares,Market Capitalization,- Cash & Cash Equivalents,+ Total Debt,Enterprise Value
URBN,2017-01-31,2017,26.93,1.16873023E8,3147390509.39,248140000.0,0.0,2899250509.39
URBN,2016-01-31,2016,26.92,1.25232499E8,3371258873.0800004,265276000.0,150000000.0,3255982873.0800004
URBN,2015-01-31,2015,39.02,1.36651899E8,5332157098.9800005,154558000.0,0.0,5177599098.9800005
URBN,2014-01-31,2014,37.44,1.47014869E8,5504236695.36,242058000.0,0.0,5262178695.36
TPH,2018-12-31,2018,12.55,1.48183431E8,1859702059.0500002,277696000.0,1410804000.0,2992810059.05
TPH,2017-12-31,2017,17.65,1.54134411E8,2720472354.1499996,282914000.0,0.0,2437558354.1499996
TPH,2016-12-31,2016,11.37,1.60859782E8,1828975721.34,208657000.0,213726000.0,1834044721.34
TPH,2015-12-31,2015,14.2,1.61692152E8,2296028558.4,214485000.0,301826000.0,2383369558.4
TPH,2014-12-31,2014,15.08,1.45044351E8,2187268813.08,170629000.0,534677000.0,2551316813.08
IGT,2018-12-31,2018,17.4,2.338466344828E8,4068931440.00072,588249425.2874,9209297701.1494,12689979715.86272
IGT,2017-12-31,2017,27.75,2.42839334934E8,6738791544.4185,1567142857.1429,10055893157.2629,15227541844.5385
IGT,2016-12-31,2016,24.53,2.107834094737E8,5170517034.389861,569806315.7895,8277012631.579,12877723350.179361
IGT,2015-12-31,2015,15.57,2.15630713355E8,3357370206.93735,864913137.8936,9049047774.158499,11541504843.202248
IGT,2014-12-31,2014,17.13,2.404308559322E8,4118580562.118586,514795399.5157,3582894673.1235,7186679835.726386
BLMN,2019-12-29,2019,24.05,8.8839E7,2136577950.0,67145000.0,1305462000.0,3374894950.0
BLMN,2018-12-30,2018,19.55,9.2042E7,1799421100.0,71823000.0,1094775000.0,2822373100.0
BLMN,2017-12-31,2017,21.43,9.6365E7,2065101950.0,128263000.0,1118104000.0,3054942950.0
BLMN,2016-12-25,2016,19.66,1.11381E8,2189750460.0,127176000.0,1089485000.0,3152059460.0
BLMN,2015-12-27,2015,17.51,1.22352E8,2142383520.0000002,132337000.0,1316864000.0,3326910520.0
BLMN,2014-12-28,2014,22.77,1.25139E8,2849415030.0,165744000.0,1315843000.0,3999514030.0
GNTX,2019-12-31,2019,30.95,2.51766382E8,7792169522.9,296321622.0,0.0,7495847900.9
GNTX,2018-12-31,2018,22.25,2.67794786E8,5958433988.5,217025278.0,0.0,5741408710.5
GNTX,2017-12-31,2017,23.35,2.85864997E8,6674947679.950001,569734496.0,78000000.0,6183213183.950001
GNTX,2016-12-31,2016,20.92,2.88433772E8,6034034510.240001,546477075.0,185625000.0,5673182435.240001
GNTX,2015-12-31,2015,13.69,2.93096212E8,4012487142.2799997,551557527.0,233125000.0,3694054615.2799997
GNTX,2014-12-31,2014,16.69,2.90952123E8,4855990932.870001,497429804.0,265625000.0,4624186128.870001
RCL,2019-12-31,2019,119.15,2.09405E8,24950605750.0,243738000.0,9600696000.0,34307563750.0
RCL,2018-12-31,2018,114.25,2.1057E8,24057622500.0,287852000.0,10002211000.0,33771981500.0
RCL,2017-12-31,2017,125.23,2.14617E8,26876486910.0,120112000.0,7539451000.0,34295825910.0
RCL,2016-12-31,2016,79.3,2.15393E8,17080664900.0,132603000.0,9387436000.0,26335497900.0
RCL,2015-12-31,2015,94.38,2.19537E8,20719902060.0,121565000.0,8667055000.0,29265392060.0
RCL,2014-12-31,2014,72.29,2.21658E8,16023656820.000002,189241000.0,8443948000.0,24278363820.0
W,2019-12-31,2019,103.03,9.22E7,9499366000.0,582753000.0,1059465000.0,9976078000.0
W,2018-12-31,2018,107.79,8.9472E7,9644186880.0,849461000.0,311051000.0,9105776880.0
W,2017-12-31,2017,92.98,8.6983E7,8087679340.0,558960000.0,167606000.0,7696325340.0
W,2016-12-31,2016,41.73,8.4977E7,3546090209.9999995,279840000.0,72928000.0,3339178209.9999995
W,2015-12-31,2015,45.2,8.3726E7,3784415200.0,334176000.0,23669000.0,3473908200.0
W,2014-12-31,2014,19.56,5.0641601E7,990549715.56,355859000.0,15600000.0,650290715.56
MDC,2018-12-31,2018,31.18,5.6084373E7,1748710750.1399999,470139000.0,30000000.0,1308571750.1399999
MDC,2017-12-31,2017,33.33,5.5663908E7,1855278053.6399999,505428000.0,30000000.0,1379850053.6399999
MDC,2016-12-31,2016,24.77,5.1286942E7,1270377553.34,282909000.0,30000000.0,1017468553.3399999
MDC,2015-12-31,2015,20.15,4.8764396E7,982602579.4,180988000.0,30000000.0,831614579.4
MDC,2014-12-31,2014,23.15,4.8615541E7,1125449774.1499999,153825000.0,30000000.0,1001624774.1499999
YUMC,2019-12-31,2019,44.0,3.77E8,16588000000.0,1046000000.0,1803000000.0,17345000000.0
YUMC,2018-12-31,2018,35.89,3.84E8,13781760000.0,0.0,50000000.0,13831760000.0
YUMC,2017-12-31,2017,46.79,3.86533783E8,18085915706.57,1059000000.0,56000000.0,17082915706.57
YUMC,2016-12-31,2016,27.72,0.0,0.0,885000000.0,56000000.0,-829000000.0
ALV,2018-12-31,2018,89.9,8.71E7,7830290000.000001,615800000.0,2229700000.0,9444190000.0
ALV,2017-12-31,2017,93.38,8.75E7,8170750000.0,959500000.0,1341400000.0,8552650000.0
ALV,2016-12-31,2016,75.84,8.82E7,6689088000.0,1226700000.0,1543400000.0,7005788000.0
ALV,2015-12-31,2015,91.89,8.82E7,8104698000.0,1333500000.0,1539000000.0,8310198000.0
ALV,2014-12-31,2014,71.13,9.21E7,6551073000.0,1529000000.0,1600800000.0,6622873000.0
BYD,2019-12-31,2019,30.88,1.13474E8,3504077120.0,249977000.0,3765931000.0,7020031120.0
BYD,2018-12-31,2018,26.66,1.14401E8,3049930660.0,249417000.0,3979300000.0,6779813660.0
BYD,2017-12-31,2017,38.85,1.14957E8,4466079450.0,203104000.0,3075880000.0,7338855450.0
BYD,2016-12-31,2016,20.32,1.14507E8,2326782240.0,193862000.0,3229455000.0,5362375240.0
BYD,2015-12-31,2015,17.81,1.12789E8,2008772089.9999998,158821000.0,3269549000.0,5119500090.0
BYD,2014-12-31,2014,13.06,1.09979E8,1436325740.0,145341000.0,3461391000.0,4752375740.0
WGO,2019-08-31,2019,38.35,3.1536E7,1209405600.0,37431000.0,254294000.0,1426268600.0
WGO,2018-08-25,2018,35.35,3.1596E7,1116918600.0,2342000.0,291441000.0,1406017600.0
WGO,2017-08-26,2017,43.45,3.0648E7,1331655600.0,35945000.0,274576000.0,1570286600.0
WGO,2016-08-27,2016,22.75,2.6925E7,612543750.0,85583000.0,0.0,526960750.0
WGO,2015-08-29,2015,18.75,2.6941E7,505143750.0,70239000.0,0.0,434904750.0
WGO,2014-08-30,2014,22.95,2.743E7,629518500.0,57804000.0,0.0,571714500.0
FBHS,2019-12-31,2019,71.01,1.399E8,9934299000.0,387900000.0,2184300000.0,11730699000.0
FBHS,2018-12-31,2018,43.54,1.446E8,6295884000.0,262900000.0,2334000000.0,8366984000.0
FBHS,2017-12-31,2017,70.82,1.532E8,10849623999.999998,323000000.0,1985600000.0,12512223999.999998
FBHS,2016-12-31,2016,55.64,1.543E8,8585252000.0,251500000.0,1880100000.0,10213852000.0
FBHS,2015-12-31,2015,48.59,1.595E8,7750105000.000001,238500000.0,1171600000.0,8683205000.0
FBHS,2014-12-31,2014,44.79,1.618E8,7247022000.0,191900000.0,670000000.0,7725122000.0
EXPE,2018-12-31,2018,120.65,1.49961E8,18092794650.0,2443000000.0,3717000000.0,19366794650.0
EXPE,2017-12-31,2017,122.7,1.51619E8,18603651300.0,2846729000.0,4249054000.0,20005976300.0
EXPE,2016-12-31,2016,122.01,1.50367E8,18346277670.0,1796811000.0,3159336000.0,19708802670.0
EXPE,2015-12-31,2015,125.04,1.30159E8,16275081360.0,1676299000.0,3201277000.0,17800059360.0
EXPE,2014-12-31,2014,86.49,1.28912E8,11149598880.0,1402700000.0,1746787000.0,11493685880.0
TVPT,2018-12-31,2018,14.9446,1.26037947E8,1883586702.7361999,213001000.0,2252034000.0,3922619702.7362
TVPT,2018-12-01,2018,14.079,0.0,0.0,213000000.0,2252000000.0,2039000000.0
TVPT,2017-12-31,2017,12.855,1.24530102E8,1600834461.21,122039000.0,2230013000.0,3708808461.21
TVPT,2017-12-01,2017,15.588,0.0,0.0,122000000.0,2230000000.0,2108000000.0
TVPT,2016-12-31,2016,13.0004,1.22340491E8,1590475319.1964002,139938000.0,2344768000.0,3795305319.1964
TVPT,2016-12-01,2016,13.7425,0.0,0.0,140000000.0,2345000000.0,2205000000.0
TVPT,2015-12-31,2015,12.3616,8.5771655E7,1060274890.448,155000000.0,2461000000.0,3366274890.448
TVPT,2015-12-01,2015,14.0609,0.0,0.0,155000000.0,2461000000.0,2306000000.0
TVPT,2014-12-31,2014,15.7212,8.5771655E7,1348433342.586,139000000.0,2440000000.0,3649433342.586
TVPT,2014-12-01,2014,14.0273,0.0,0.0,139000000.0,2440000000.0,2301000000.0
OUT,2019-12-31,2019,30.28,1.425E8,4314900000.0,59100000.0,2390400000.0,6646200000.0
OUT,2018-12-31,2018,20.81,1.393E8,2898833000.0,52700000.0,2309600000.0,5155733000.0
OUT,2017-12-31,2017,22.03,1.385E8,3051155000.0,48300000.0,2225300000.0,5228155000.0
OUT,2016-12-31,2016,27.41,1.379E8,3779839000.0,65200000.0,2151400000.0,5866039000.0
OUT,2015-12-31,2015,21.75,1.373E8,2986275000.0,101600000.0,2265000000.0,5149675000.0
OUT,2014-12-31,2014,28.35,1.143E8,3240405000.0,28500000.0,2225300000.0,5437205000.0
CROX,2019-12-31,2019,39.25,7.0357E7,2761512250.0,108253000.0,253585000.0,2906844250.0
CROX,2018-12-31,2018,28.49,6.8421E7,1949314290.0,123367000.0,120000000.0,1945947290.0
CROX,2017-12-31,2017,13.73,7.2255E7,992061150.0,172128000.0,676000.0,820609150.0
CROX,2016-12-31,2016,7.23,7.3371E7,530472330.00000006,147565000.0,2378000.0,385285330.00000006
CROX,2015-12-31,2015,9.21,7.5604E7,696312840.0000001,143341000.0,6399000.0,559370840.0000001
CROX,2014-12-31,2014,10.6,85140.0,902484.0,267512000.0,6381000.0,-260228516.0
QRTEA,2018-12-31,2018,22.74,4.62E8,10505880000.0,653000000.0,7373000000.0,17225880000.0
QRTEA,2017-12-31,2017,24.72,8.6E7,2125920000.0,903000000.0,8549000000.0,9771920000.0
QRTEA,2016-12-31,2016,20.48,1.34E8,2744320000.0,825000000.0,8042000000.0,9961320000.0
QRTEA,2015-12-31,2015,26.76,1.42E8,3799920000.0,2449000000.0,8707000000.0,10057920000.0
QRTEA,2014-12-31,2014,29.13,8.7E7,2534310000.0,2306000000.0,8051000000.0,8279310000.0
TRIP,2019-12-31,2019,28.21,1.38975E8,3920484750.0,319000000.0,0.0,3601484750.0
TRIP,2018-12-31,2018,57.11,1.38116E8,7887804760.0,655000000.0,0.0,7232804760.0
TRIP,2017-12-31,2017,34.9,1.40445E8,4901530500.0,673000000.0,237000000.0,4465530500.0
TRIP,2016-12-31,2016,52.25,1.45443E8,7599396750.0,612000000.0,171000000.0,7158396750.0
TRIP,2015-12-31,2015,66.76,1.43836E8,9602491360.0,614000000.0,201000000.0,9189491360.0
TRIP,2014-12-31,2014,67.01,1.42721E8,9563734210.0,455000000.0,300000000.0,9408734210.0
RH,2020-02-01,2020,192.96,1.9082303E7,3682121186.88,47658000.0,89977000.0,3724440186.88
RH,2019-02-02,2019,151.76,2.1613678E7,3280091773.2799997,5803000.0,614946000.0,3889234773.2799997
RH,2018-02-03,2018,76.15,2.7053616E7,2060132858.4,17907000.0,130665000.0,2172890858.4
RH,2017-01-28,2017,32.67,4.0691483E7,1329390749.6100001,87023000.0,279236000.0,1521603749.6100001
RH,2016-01-30,2016,37.99,4.0190448E7,1526835119.52,349897000.0,286606000.0,1463544119.52
RH,2015-01-31,2015,90.21,3.9457491E7,3559460263.1099997,148934000.0,319975000.0,3730501263.1099997
RH,2014-02-01,2014,64.21,3.8671564E7,2483101124.4399996,13389000.0,147023000.0,2616735124.4399996
HGV,2019-12-31,2019,33.27,8.9E7,2961030000.0000005,67000000.0,828000000.0,3722030000.0000005
HGV,2018-12-31,2018,30.44,9.7209889E7,2959069021.1600003,108000000.0,604000000.0,3455069021.1600003
HGV,2017-12-31,2017,44.25,9.8934352E7,4377845076.0,246000000.0,482000000.0,4613845076.0
HGV,2016-12-31,2016,28.36,9.8962903E7,2806587929.08,151000000.0,1100000000.0,3755587929.08
VIAB,2019-09-30,2019,21.23,4.034E8,8564182000.0,760000000.0,8738000000.0,16542182000.0
VIAB,2018-09-30,2018,31.65,4.027E8,12745455000.0,1557000000.0,10082000000.0,21270455000.0
VIAB,2017-09-30,2017,24.23,3.999E8,9689577000.0,1389000000.0,11119000000.0,19419577000.0
VIAB,2016-09-30,2016,37.6,3.965E8,14908400000.0,379000000.0,11913000000.0,26442400000.0
VIAB,2015-09-30,2015,49.31,4.022E8,19832482000.0,506000000.0,12285000000.0,31611482000.0
VIAB,2014-09-30,2014,72.72,4.321E8,31422312000.0,1000000000.0,12769000000.0,43191312000.0
QSR,2019-12-31,2019,62.02,2.68E8,16621360000.0,1533000000.0,11860000000.0,26948360000.0
QSR,2018-12-31,2018,62.42,2.49E8,15542580000.0,913000000.0,11914000000.0,26543580000.0
QSR,2017-12-31,2017,60.2,2.37E8,14267400000.0,1073400000.0,11879100000.0,25073100000.0
QSR,2016-12-31,2016,49.34,2.329E8,11491286000.0,1460400000.0,8504100000.0,18534986000.0
QSR,2015-12-31,2015,33.58,2.035E8,6833530000.0,757800000.0,8518400000.0,14594130000.0
QSR,2014-12-31,2014,38.68,3.437E8,13294316000.0,1803200000.0,9016800000.0,20507916000.0
ETH,2019-06-30,2019,20.86,2.6695E7,556857700.0,20824000.0,1066000.0,537099700.0
ETH,2018-06-30,2018,22.45,2.7321E7,613356450.0,22363000.0,1680000.0,592673450.0
ETH,2017-06-30,2017,32.55,2.7679E7,900951449.9999999,57701000.0,14339000.0,857589449.9999999
ETH,2016-06-30,2016,34.73,2.8072E7,974940559.9999999,52659000.0,41838000.0,964119559.9999999
ETH,2015-06-30,2015,30.38,2.8874E7,877192120.0,76182000.0,77568000.0,878578120.0
ETH,2014-06-30,2014,23.16,2.8918E7,669740880.0,109176000.0,130912000.0,691476880.0
EYE,2019-12-28,2019,36.06,7.8608E7,2834604480.0,39342000.0,569692000.0,3364954480.0
EYE,2018-12-29,2018,31.74,7.5899E7,2409034260.0,17132000.0,578112000.0,2970014260.0
EYE,2017-12-30,2017,38.35,5.9895E7,2296973250.0,4208000.0,569238000.0,2862003250.0
WRK,2019-09-30,2019,37.66,2.566E8,9663556000.0,151600000.0,10063400000.0,19575356000.0
WRK,2018-09-30,2018,42.84,2.555E8,10945620000.0,636800000.0,6415200000.0,16724020000.0
WRK,2017-09-30,2017,60.32,2.54000527E8,15321311788.64,304000000.0,6554800000.0,21572111788.64
WRK,2016-09-30,2016,46.16,2.51494672E8,11608994059.519999,366400000.0,5789200000.0,17031794059.519999
WRK,2015-09-30,2015,48.44,2.61848415E8,12683937222.599998,215100000.0,5621900000.0,18090737222.6
MCD,2019-12-31,2019,216.18,7.581E8,163886058000.0,898500000.0,34177200000.0,197164758000.0
MCD,2018-12-31,2018,181.77,7.782E8,141453414000.0,866000000.0,31075300000.0,171662714000.0
MCD,2017-12-31,2017,172.48,8.074E8,139260352000.0,2463800000.0,29536400000.0,166332952000.0
MCD,2016-12-31,2016,123.02,8.544E8,105108288000.0,1223400000.0,25955700000.0,129840588000.0
MCD,2015-12-31,2015,123.78,9.394E8,116278932000.0,7685500000.0,24122100000.0,132715532000.0
MCD,2014-12-31,2014,92.44,9.805E8,90637420000.0,2077900000.0,14989700000.0,103549220000.0
AXL,2018-12-31,2018,14.59,1.116E8,1628244000.0,476400000.0,3875500000.0,5027344000.0
AXL,2017-12-31,2017,18.1,1.023E8,1851630000.0000002,376800000.0,4050800000.0,5525630000.0
AXL,2016-12-31,2016,20.12,7.64E7,1537168000.0,481200000.0,1415900000.0,2471868000.0
AXL,2015-12-31,2015,12.82,7.59E7,973038000.0,282500000.0,1393600000.0,2084138000.0
AXL,2014-12-31,2014,24.35,7.57E7,1843295000.0,249200000.0,1536400000.0,3130495000.0
SIG,2020-02-01,2020,22.59,5.17E7,1167903000.0,374500000.0,854100000.0,1647503000.0
SIG,2019-02-02,2019,27.53,5.47E7,1505891000.0,195400000.0,728400000.0,2038891000.0
SIG,2018-02-03,2018,50.35,6.3E7,3172050000.0,225100000.0,732200000.0,3679150000.0
SIG,2017-01-28,2017,72.88,7.45E7,5429560000.0,98700000.0,1409000000.0,6739860000.0
SIG,2016-01-30,2016,108.4,7.95E7,8617800000.0,137700000.0,1388200000.0,9868300000.0
SIG,2015-01-31,2015,121.91,7.99E7,9740609000.0,193600000.0,1461300000.0,11008309000.0
SIG,2014-02-01,2014,95.39,8.02E7,7650278000.0,247600000.0,19300000.0,7421978000.0
CRI,2019-12-28,2019,108.07,4.4402438E7,4798571474.66,214300000.0,754900000.0,5339171474.66
CRI,2018-12-29,2018,83.52,4.6160935E7,3855361291.2,170077000.0,721609000.0,4406893291.2
CRI,2017-12-30,2017,120.71,4.7593211E7,5744976499.809999,178494000.0,763816000.0,6330298499.809999
CRI,2016-12-31,2016,83.43,4.9917858E7,4164646892.9400005,299358000.0,699553000.0,4564841892.940001
CRI,2016-01-02,2016,98.41,5.1835053E7,5101087565.73,381209000.0,689501000.0,5409379565.73
CRI,2015-01-03,2015,81.41,5.2614425E7,4283340339.25,340638000.0,683728000.0,4626430339.25
TILE,2019-12-29,2019,16.56,5.8943E7,976096079.9999999,81301000.0,596200000.0,1490995080.0
TILE,2018-12-30,2018,16.06,5.9544E7,956276639.9999999,80989000.0,618581000.0,1493868640.0
TILE,2017-12-31,2017,25.4,6.1996E7,1574698400.0,87037000.0,229928000.0,1717589400.0
TILE,2017-01-01,2017,18.2,6.5098E7,1184783600.0,165672000.0,270347000.0,1289458600.0
TILE,2016-01-03,2016,16.35,6.6027E7,1079541450.0,75696000.0,213531000.0,1217376450.0
TILE,2014-12-28,2014,15.41,6.6389E7,1023054490.0,54896000.0,263338000.0,1231496490.0
CAKE,2019-12-31,2019,43.94,4.3949E7,1931119060.0,58416000.0,418081000.0,2290784060.0
CAKE,2019-01-01,2019,47.02,4.5263E7,2128266260.0000002,26578000.0,20000000.0,2121688260.0000002
CAKE,2018-01-02,2018,49.56,4.693E7,2325850800.0,6008000.0,20000000.0,2339842800.0
CAKE,2017-01-03,2017,61.4,4.7981E7,2946033400.0,53839000.0,71575000.0,2963769400.0
CAKE,2015-12-29,2015,47.13,4.8833E7,2301499290.0,43854000.0,72911000.0,2330556290.0
CAKE,2014-12-30,2014,47.62,4.9567E7,2360380540.0,58018000.0,73857000.0,2376219540.0
TMHC,2018-12-31,2018,18.57,1.11743E8,2075067510.0,329645000.0,425497000.0,2170919510.0
TMHC,2017-12-31,2017,25.81,6.2061E7,1601794410.0,573925000.0,139453000.0,1167322410.0
TMHC,2016-12-31,2016,20.96,3.1084E7,651520640.0,300179000.0,150485000.0,501826640.0
TMHC,2015-12-31,2015,12.05,3.3063E7,398409150.0,126188000.0,249824000.0,522045150.0
TMHC,2014-12-31,2014,17.77,3.2937E7,585290490.0,234217000.0,187516000.0,538589490.0
BZUN,2018-12-31,2018,36.45,2.4041302026E7,876305458.8477001,74300144.7178,76949782.9233,878955097.0532001
BZUN,2017-12-31,2017,27.44,2.4094918682E7,661164568.63408,44385882.7086,33252720.6771,650031406.60258
BZUN,2016-12-31,2016,14.13,2.18101323254E7,308177169.757902,139402591.7927,16578833.6933,185353411.65850204
BZUN,2015-12-31,2015,8.19,2.24657698352E7,183994654.950288,128701432.753,4789400.7087,60082622.90598799
NWSA,2019-06-30,2019,11.39,5.847E8,6659733000.0,1643000000.0,1453000000.0,6469733000.0
NWSA,2018-06-30,2018,15.03,5.827E8,8757981000.0,2034000000.0,1952000000.0,8675981000.0
NWSA,2017-06-30,2017,13.38,5.814E8,7779132000.0,2016000000.0,876000000.0,6639132000.0
NWSA,2016-06-30,2016,11.96,5.806E8,6943976000.000001,1832000000.0,835000000.0,5946976000.000001
NWSA,2015-06-30,2015,15.23,5.81E8,8848630000.0,1951000000.0,404000000.0,7301630000.0
NWSA,2014-06-30,2014,17.26,5.79E8,9993540000.0,3145000000.0,431000000.0,7279540000.0
ULTA,2020-02-01,2020,260.99,5.784E7,15095661600.0,392325000.0,1938347000.0,16641683600.0
ULTA,2019-02-02,2019,311.5,5.9864E7,18647636000.0,409251000.0,434980000.0,18673365000.0
ULTA,2018-02-03,2018,197.88,6.1556E7,12180701280.0,277445000.0,407916000.0,12311172280.0
ULTA,2017-01-28,2017,275.69,6.2519E7,17235863110.0,385010000.0,366191000.0,17217044110.0
ULTA,2016-01-30,2016,165.19,6.3949E7,10563735310.0,345840000.0,321789000.0,10539684310.0
ULTA,2015-01-31,2015,143.62,6.4335E7,9239792700.0,389149000.0,294127000.0,9144770700.0
ULTA,2014-02-01,2014,88.42,6.3992E7,5658172640.0,419476000.0,261630000.0,5500326640.0
JACK,2019-09-29,2019,83.57,2.5823E7,2158028110.0,125536000.0,1275148000.0,3307640110.0
JACK,2018-09-30,2018,79.36,2.8499E7,2261680640.0,2705000.0,1069755000.0,3328730640.0
JACK,2017-10-01,2017,103.51,3.063E7,3170511300.0,7642000.0,1145315000.0,4308184300.0
JACK,2016-10-02,2016,93.94,3.3735E7,3169065900.0,17030000.0,995086000.0,4147121900.0
JACK,2015-09-27,2015,75.21,3.7587E7,2826918270.0,17743000.0,715256000.0,3524431270.0
JACK,2014-09-28,2014,70.98,4.0781E7,2894635380.0,10578000.0,507883000.0,3391940380.0
CPRT,2019-07-31,2019,74.97,2.30489E8,17279760330.0,186319000.0,401229000.0,17494670330.0
CPRT,2018-07-31,2018,56.84,2.31793E8,13175114120.0,274520000.0,399898000.0,13300492120.0
CPRT,2017-07-31,2017,31.81,2.28686E8,7274501660.0,210100000.0,633038000.0,7697439660.0
CPRT,2016-07-31,2016,24.67,1.14423E8,2822815410.0,155849000.0,640492000.0,3307458410.0
CPRT,2015-07-31,2015,17.82,1.25914E8,2243787480.0,456012000.0,645806000.0,2433581480.0
CPRT,2014-07-31,2014,18.13,124912.0,2264654.56,158668000.0,302901000.0,146497654.56
EAT,2019-06-27,2019,39.92,3.8E7,1516960000.0,13000000.0,1207000000.0,2710960000.0
EAT,2019-06-26,2019,39.92,3.83E7,1528936000.0,13400000.0,1216300000.0,2731836000.0
EAT,2018-06-27,2018,48.8,4.5702E7,2230257600.0,10872000.0,1506712000.0,3726097600.0
EAT,2017-06-28,2017,35.04,5.0638E7,1774355520.0,9064000.0,1329478000.0,3094769520.0
EAT,2016-06-29,2016,47.14,5.7895E7,2729170300.0,31446000.0,1117512000.0,3815236300.0
EAT,2015-06-24,2015,56.82,6.3072E7,3583751040.0,55121000.0,974264000.0,4502894040.0
EAT,2014-06-25,2014,45.21,6.6251E7,2995207710.0,57685000.0,860186000.0,3797708710.0
OMC,2019-12-31,2019,75.99,2.198E8,16702601999.999998,4305700000.0,5134300000.0,17531202000.0
OMC,2018-12-31,2018,77.42,2.266E8,17543372000.0,3652400000.0,4883700000.0,18774672000.0
OMC,2017-12-31,2017,76.8,2.323E8,17840640000.0,3796000000.0,4912900000.0,18957540000.0
OMC,2016-12-31,2016,87.09,2.379E8,20718711000.0,3002200000.0,4920600000.0,22637111000.0
OMC,2015-12-31,2015,73.35,2.442E8,17912070000.0,2605200000.0,4565600000.0,19872470000.0
OMC,2014-12-31,2014,72.8,2.539E8,18483920000.0,2388100000.0,4563000000.0,20658820000.0
REVG,2019-10-31,2019,10.96,6.2789165E7,688169248.4000001,3300000.0,380200000.0,1065069248.4000001
REVG,2018-10-31,2018,14.19,6.3966977E7,907691403.63,11900000.0,421900000.0,1317691403.63
REVG,2017-10-31,2017,28.82,6.0738242E7,1750476134.44,17838000.0,229855000.0,1962493134.44
MHK,2019-12-31,2019,135.15,7.1986E7,9728907900.0,134785000.0,2569886000.0,12164008900.0
MHK,2018-12-31,2018,125.79,7.4413E7,9360411270.0,119050000.0,3257974000.0,12499335270.0
MHK,2017-12-31,2017,278.34,7.4357E7,20696527380.0,84884000.0,2763578000.0,23375221380.0
MHK,2016-12-31,2016,215.46,7.4104E7,15966447840.0,121665000.0,2511485000.0,18356267840.0
MHK,2015-12-31,2015,166.41,7.3516E7,12233797560.0,81692000.0,3199931000.0,15352036560.0
MHK,2014-12-31,2014,165.04,7.2837E7,12021018480.0,97877000.0,2253440000.0,14176581480.0
SPWH,2020-02-01,2020,5.88,4.3166E7,253816080.0,1685000.0,58268000.0,310399080.0
SPWH,2019-02-02,2019,5.87,4.2878E7,251693860.0,1547000.0,35632000.0,285778860.0
SPWH,2018-02-03,2018,5.1,4.2496E7,216729599.99999997,1769000.0,133339000.0,348299600.0
SPWH,2017-01-28,2017,5.14,4.2187E7,216841180.0,1911000.0,134704000.0,349634180.0
SPWH,2016-01-30,2016,12.97,4.1966E7,544299020.0,2109000.0,156712000.0,698902020.0
SPWH,2015-01-31,2015,7.51,3.9961E7,300107110.0,1751000.0,158046000.0,456402110.0
CTAS,2019-05-31,2019,237.29,1.0608E8,25171723200.0,96645000.0,2849771000.0,27924849200.0
CTAS,2018-05-31,2018,185.07,1.06593E8,19727166510.0,138724000.0,2535309000.0,22123751510.0
CTAS,2017-05-31,2017,126.04,1.04964E8,13229662560.0,169266000.0,3133524000.0,16193920560.0
CTAS,2016-05-31,2016,98.13,1.08221E8,10619726730.0,139357000.0,1300000000.0,11780369730.0
CTAS,2015-05-31,2015,84.59,1.159E8,9803981000.0,417073000.0,1300000000.0,10686908000.0
CTAS,2014-05-31,2014,63.54,1.20377E8,7648754580.0,513288000.0,1300980000.0,8436446580.0
HAS,2019-12-29,2019,104.99,1.27896E8,13427801040.0,4580369000.0,4046960000.0,12894392040.0
HAS,2018-12-30,2018,90.63,1.26132E8,11431343160.0,1182371000.0,1704832000.0,11953804160.0
HAS,2017-12-31,2017,94.27,1.25039E8,11787426530.0,1581234000.0,1848566000.0,12054758530.0
HAS,2016-12-25,2016,85.45,1.25292E8,10706201400.0,1282285000.0,1371261000.0,10795177400.0
HAS,2015-12-27,2015,72.33,1.25006E8,9041683980.0,976750000.0,1711678000.0,9776611980.0
HAS,2014-12-28,2014,54.65,1.28411E8,7017661150.0,893167000.0,1812376000.0,7936870150.0
AN,2018-12-31,2018,37.62,9.09E7,3419658000.0,48600000.0,1970500000.0,5341558000.0
AN,2017-12-31,2017,61.09,9.78E7,5974602000.0,69200000.0,2373700000.0,8279102000.0
AN,2016-12-31,2016,52.62,1.031E8,5425122000.0,64800000.0,1778600000.0,7138922000.0
AN,2015-12-31,2015,43.25,1.127E8,4874275000.0,74100000.0,1767100000.0,6567275000.0
AN,2014-12-31,2014,59.62,1.173E8,6993426000.0,75400000.0,2128400000.0,9046426000.0
VC,2019-12-31,2019,83.56,2.81E7,2348036000.0,466000000.0,378000000.0,2260036000.0
VC,2018-12-31,2018,76.83,2.95E7,2266485000.0,463000000.0,405000000.0,2208485000.0
VC,2017-12-31,2017,131.34,3.16E7,4150344000.0,706000000.0,393000000.0,3837344000.0
VC,2016-12-31,2016,88.2,3.5E7,3087000000.0,878000000.0,382000000.0,2591000000.0
VC,2015-12-31,2015,66.88,4.23E7,2829024000.0,2728000000.0,384000000.0,485024000.0
VC,2014-12-31,2014,96.95,4.58E7,4440310000.0,822000000.0,981000000.0,4599310000.0
DPZ,2019-12-29,2019,284.18,4.0766362E7,11584984753.16,190615000.0,4114449000.0,15508818753.16
