symbol,date,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap
GIS,2015-05-31,17630300000.0,-0.0155949881628,11681100000.0,5949200000.0,229400000.0,3328000000.0,3557400000.0,2077300000.0,315400000.0,1338600000.0,586800000.0,0.0,0.0,1221300000.0,0.0,1221300000.0,2.02,1.97,603300000.0,618800000.0,1.64463477699,0.337441790554,0.151194250807,0.117825561675,0.0692727860558,0.103821262259,2665600000.0,2077300000.0,1221300000.0,0.0759261044906,0.0692727860558,334200000.0,10900000.0,345100000.0,1412000000.0,1540900000.0,3785700000.0,3783300000.0,13551900000.0,30700000.0,100100000.0,18178800000.0,21964500000.0,1684000000.0,1000400000.0,4890100000.0,7607700000.0,8608100000.0,0.0,20700000.0,0.0,10902800000.0,16967800000.0,0.0,11990800000.0,4996700000.0,41600000.0,8273900000.0,0.0,1174900000.0,588300000.0,106400000.0,2542800000.0,712400000.0,-822300000.0,-1161900000.0,-1691100000.0,-1145800000.0,-1161900000.0,-1017700000.0,-1384800000.0,-88900000.0,-533100000.0,1830400000.0,0.0
GIS,2014-05-25,17909600000.0,0.00762345210165,11539800000.0,6369800000.0,243600000.0,3474300000.0,3717900000.0,2957400000.0,302400000.0,2181400000.0,883300000.0,0.0,0.0,1824400000.0,0.0,1824400000.0,2.9,2.83,628600000.0,645700000.0,1.52284342574,0.355664001429,0.19781569661,0.165129316121,0.101867155045,0.104832045383,3542800000.0,2957400000.0,1824400000.0,0.121800598562,0.101867155045,867300000.0,326000000.0,1193300000.0,1504600000.0,1559400000.0,4393500000.0,3941900000.0,13664800000.0,68200000.0,74100000.0,18752200000.0,23145700000.0,1611300000.0,1250600000.0,5423500000.0,6423500000.0,7674100000.0,0.0,63100000.0,0.0,9732700000.0,16610900000.0,0.0,11787200000.0,6534800000.0,394200000.0,6806800000.0,0.0,1454700000.0,585400000.0,108500000.0,2541000000.0,663500000.0,-0.0,-1745300000.0,-591000000.0,-1444800000.0,-1745300000.0,-983300000.0,-1824100000.0,-29200000.0,125900000.0,1877500000.0,0.0
MDLZ,2019-12-31,25868000000.0,-0.00269874315676,15531000000.0,10337000000.0,351000000.0,6136000000.0,6661000000.0,3843000000.0,0.0,3447000000.0,2000000.0,0.0,0.0,3870000000.0,0.0,3870000000.0,2.68,2.65,1445000000.0,1458000000.0,1.05761316872,0.399605690428,0.189036647595,0.148561929797,0.149605690428,0.117519715479,4890000000.0,3843000000.0,3870000000.0,0.133253440544,0.149605690428,1291000000.0,715000000.0,1291000000.0,2212000000.0,2546000000.0,7630000000.0,568000000.0,38805000000.0,0.0,726000000.0,56919000000.0,64549000000.0,5853000000.0,1581000000.0,15322000000.0,14207000000.0,15788000000.0,0.0,0.0,0.0,19896000000.0,37274000000.0,10880000000,26653000000.0,27275000000.0,715000000.0,14497000000.0,0.0,2056000000.0,1047000000.0,135000000.0,3965000000.0,925000000.0,-284000000.0,-1480000000.0,-960000000.0,-2677000000.0,-1480000000.0,-1542000000.0,-2787000000.0,10000000.0,228000000.0,3040000000.0,0.0
MDLZ,2018-12-31,25938000000.0,0.0016218721038,15586000000.0,10352000000.0,362000000.0,6475000000.0,7013000000.0,3312000000.0,0.0,2760000000.0,773000000.0,0.0,0.0,3381000000.0,0.0,3381000000.0,2.3,2.28,1472000000.0,1486000000.0,0.914535666218,0.399105559411,0.158955971933,0.127689104788,0.130349294471,0.109993060375,4123000000.0,3312000000.0,3381000000.0,0.106407587324,0.130349294471,1100000000.0,744000000.0,1100000000.0,2262000000.0,2592000000.0,7604000000.0,8482000000.0,38727000000.0,0.0,255000000.0,55125000000.0,62729000000.0,5794000000.0,2648000000.0,16737000000.0,12532000000.0,15180000000.0,0.0,0.0,0.0,18707000000.0,37092000000.0,11776000000,24491000000.0,25637000000.0,744000000.0,14080000000.0,0.0,1648000000.0,811000000.0,128000000.0,3948000000.0,1095000000.0,-528000000.0,-2020000000.0,-1280000000.0,-1821000000.0,-2020000000.0,-1359000000.0,-2329000000.0,-56000000.0,339000000.0,2853000000.0,0.0
MDLZ,2017-12-31,25896000000.0,-0.00104154611735,15831000000.0,10065000000.0,366000000.0,5911000000.0,6455000000.0,3506000000.0,0.0,4088000000.0,688000000.0,0.0,0.0,2922000000.0,0.0,2922000000.0,1.93,1.91,1513000000.0,1531000000.0,0.782495101241,0.388670064875,0.166898362681,0.135387704665,0.112835959222,0.0609746679024,4322000000.0,3506000000.0,2922000000.0,0.157862218103,0.112835959222,761000000.0,835000000.0,761000000.0,2691000000.0,2557000000.0,7520000000.0,8677000000.0,39724000000.0,0.0,319000000.0,55589000000.0,63109000000.0,5705000000.0,1163000000.0,15793000000.0,12972000000.0,14135000000.0,0.0,0.0,0.0,19037000000.0,36998000000.0,13360000000,22749000000.0,26111000000.0,835000000.0,13374000000.0,0.0,2168000000.0,816000000.0,137000000.0,2593000000.0,1014000000.0,-0.0,-2174000000.0,-212000000.0,-1470000000.0,-2174000000.0,-1198000000.0,-3361000000.0,89000000.0,-980000000.0,1579000000.0,0.0
MDLZ,2016-12-31,25923000000.0,-0.125286813335,15795000000.0,10128000000.0,376000000.0,6540000000.0,7092000000.0,2569000000.0,0.0,516000000.0,129000000.0,0.0,0.0,1659000000.0,0.0,1659000000.0,1.07,1.05,1556000000.0,1573000000.0,0.69548633185,0.390695521352,0.130849052965,0.0991011842765,0.0639972225437,0.0622613123481,3392000000.0,2569000000.0,1659000000.0,0.019905103576,0.0639972225437,1741000000.0,859000000.0,1741000000.0,2611000000.0,2469000000.0,8480000000.0,8229000000.0,38377000000.0,0.0,358000000.0,53058000000.0,61538000000.0,5318000000.0,1451000000.0,14417000000.0,13217000000.0,14668000000.0,0.0,0.0,0.0,19510000000.0,36377000000.0,15134000000,21149000000.0,25161000000.0,859000000.0,12927000000.0,0.0,2450000000.0,823000000.0,140000000.0,2838000000.0,1224000000.0,-246000000.0,-2601000000.0,-1105000000.0,-6186000000.0,-2601000000.0,-1094000000.0,-1862000000.0,-76000000.0,-129000000.0,1614000000.0,0.0
MDLZ,2015-12-31,29636000000.0,-0.134563719192,18124000000.0,11512000000.0,409000000.0,7577000000.0,8167000000.0,8897000000.0,0.0,7291000000.0,593000000.0,0.0,0.0,7267000000.0,0.0,7267000000.0,4.49,4.44,1618000000.0,1637000000.0,0.615760537569,0.388446484006,0.330375219328,0.300209205021,0.245208530166,0.0747064381158,9791000000.0,8897000000.0,7267000000.0,0.246018356053,0.245208530166,1870000000.0,1212000000.0,1870000000.0,2634000000.0,2609000000.0,8958000000.0,8362000000.0,39432000000.0,0.0,0.0,53885000000.0,62843000000.0,4890000000.0,605000000.0,10922000000.0,14557000000.0,15162000000.0,0.0,0.0,0.0,21139000000.0,34831000000.0,17298000000,20700000000.0,28012000000.0,1212000000.0,13292000000.0,0.0,2770000000.0,894000000.0,136000000.0,3728000000.0,1514000000.0,-527000000.0,-3622000000.0,2394000000.0,-4975000000.0,-3622000000.0,-1008000000.0,-5883000000.0,-255000000.0,239000000.0,2214000000.0,0.0
MDLZ,2014-12-31,34244000000.0,-0.0298875322247,21647000000.0,12597000000.0,455000000.0,8457000000.0,9118000000.0,3242000000.0,0.0,2201000000.0,353000000.0,0.0,0.0,2184000000.0,0.0,2184000000.0,1.29,1.28,1691000000.0,1709000000.0,0.564072557051,0.367860063077,0.125598645018,0.0946735194487,0.0637775960752,0.0560682163299,4301000000.0,3242000000.0,2184000000.0,0.0642740334073,0.0637775960752,1631000000.0,1429000000.0,1631000000.0,3802000000.0,3480000000.0,11750000000.0,9827000000.0,43724000000.0,0.0,480000000.0,55065000000.0,66815000000.0,5299000000.0,1530000000.0,14007000000.0,13865000000.0,15395000000.0,0.0,0.0,0.0,21517000000.0,39065000000.0,20539000000,14529000000.0,27750000000.0,1429000000.0,13764000000.0,0.0,3541000000.0,1059000000.0,141000000.0,3562000000.0,1642000000.0,-7000000.0,-1700000000.0,-1865000000.0,-3017000000.0,-1700000000.0,-964000000.0,-2688000000.0,-223000000.0,-991000000.0,1920000000.0,0.0
KHC,2019-12-28,24977000000.0,-0.0491472514086,16830000000.0,8147000000.0,112000000.0,5077000000.0,5189000000.0,3070000000.0,1361000000.0,2661000000.0,728000000.0,0.0,0.0,1935000000.0,0.0,1935000000.0,1.59,1.58,1221000000.0,1224000000.0,1.59558823529,0.326180085679,0.150458421748,0.122913080034,0.0774712735717,0.111462545542,3758000000.0,3070000000.0,1935000000.0,0.106538014974,0.0774712735717,2279000000.0,679000000.0,2279000000.0,1973000000.0,2721000000.0,8097000000.0,7055000000.0,84198000000.0,0.0,173000000.0,93353000000.0,1.0145e+11,4003000000.0,1022000000.0,7875000000.0,28216000000.0,29238000000.0,0.0,0.0,0.0,41553000000.0,49827000000.0,56557000000,-3060000000.0,51623000000.0,679000000.0,26959000000.0,0.0,399000000.0,688000000.0,46000000.0,3552000000.0,768000000.0,-199000000.0,0.0,1511000000.0,-4795000000.0,-2279000000.0,-1953000000.0,-3913000000.0,-6000000.0,1144000000.0,2784000000.0,0.0
KHC,2018-12-29,26268000000.0,0.00137236962489,17347000000.0,8921000000.0,109000000.0,19141000000.0,19250000000.0,-10220000000.0,1284000000.0,-11321000000.0,-1067000000.0,0.0,0.0,-10192000000.0,0.0,-10192000000.0,-8.36,-8.36,1219000000.0,1219000000.0,2.61115668581,0.339614740369,-0.364550022841,-0.389066544845,-0.388000609106,0.0665448454393,-9576000000.0,-10220000000.0,-10192000000.0,-0.43098066088,-0.388000609106,1130000000.0,1928000000.0,1130000000.0,2129000000.0,2667000000.0,9075000000.0,7078000000.0,85971000000.0,0.0,152000000.0,94386000000.0,1.03461e+11,4153000000.0,377000000.0,7503000000.0,30770000000.0,31147000000.0,0.0,0.0,0.0,43874000000.0,51804000000.0,58441000000,-4853000000.0,51657000000.0,1928000000.0,30017000000.0,0.0,427000000.0,644000000.0,33000000.0,2574000000.0,826000000.0,-248000000.0,0.0,288000000.0,-2713000000.0,-1130000000.0,-3183000000.0,-3363000000.0,-132000000.0,-633000000.0,1748000000.0,0.0
KHC,2017-12-30,26232000000.0,-0.00962736436743,16529000000.0,9703000000.0,93000000.0,2930000000.0,3023000000.0,6773000000.0,1234000000.0,5530000000.0,-5460000000.0,0.0,0.0,10999000000.0,0.0,10999000000.0,9.03,8.95,1218000000.0,1228000000.0,2.35179153094,0.369891735285,0.285186032327,0.258196096371,0.419297041781,-0.0263037511436,7481000000.0,6773000000.0,10999000000.0,0.210811222934,0.419297041781,1629000000.0,935000000.0,1629000000.0,921000000.0,2815000000.0,7266000000.0,7120000000.0,1.04273e+11,0.0,582000000.0,1.12966e+11,1.20232e+11,4449000000.0,2743000000.0,10132000000.0,28333000000.0,31076000000.0,0.0,152000000.0,0.0,43426000000.0,54198000000.0,58487000000,8589000000.0,66034000000.0,935000000.0,29447000000.0,0.0,640000000.0,708000000.0,46000000.0,527000000.0,1217000000.0,-0.0,0.0,1156000000.0,-2644000000.0,-1629000000.0,-2888000000.0,-4226000000.0,57000000.0,-2486000000.0,-690000000.0,0.0
KHC,2016-12-31,26487000000.0,0.444377794743,16901000000.0,9586000000.0,120000000.0,3444000000.0,3564000000.0,6142000000.0,1134000000.0,5023000000.0,1381000000.0,0.0,0.0,3632000000.0,180000000.0,3632000000.0,2.84,2.81,1217000000.0,1226000000.0,2.9233278956,0.361913391475,0.269792728508,0.23188734096,0.137123872088,0.150677690943,7146000000.0,6142000000.0,3632000000.0,0.189640200853,0.137123872088,4204000000.0,129000000.0,4204000000.0,769000000.0,2684000000.0,8753000000.0,6688000000.0,1.03422e+11,0.0,0.0,1.11727e+11,1.2048e+11,3996000000.0,2046000000.0,9501000000.0,29713000000.0,31759000000.0,0.0,255000000.0,0.0,51367000000.0,63122000000.0,58386000000,588000000.0,57358000000.0,129000000.0,27555000000.0,0.0,2254000000.0,1004000000.0,46000000.0,5238000000.0,1247000000.0,-0.0,0.0,-1113000000.0,-86000000.0,-4204000000.0,-3584000000.0,-4621000000.0,-137000000.0,-633000000.0,3991000000.0,0.0
KHC,2016-01-03,18338000000.0,0.678996520784,12577000000.0,5761000000.0,105000000.0,3122000000.0,3227000000.0,2639000000.0,1321000000.0,1013000000.0,366000000.0,0.0,0.0,634000000.0,900000000.0,634000000.0,-0.34,-0.34,786000000.0,786000000.0,1.65648854962,0.314156396554,0.178154651543,0.143908823209,0.0345730177773,0.099192932708,3267000000.0,2639000000.0,634000000.0,0.0552404842404,0.0345730177773,4837000000.0,583000000.0,4837000000.0,871000000.0,2618000000.0,9780000000.0,6524000000.0,1.05171e+11,0.0,0.0,1.13193e+11,1.22973e+11,2844000000.0,1324000000.0,6932000000.0,25151000000.0,26475000000.0,0.0,417000000.0,0.0,47400000000.0,65288000000.0,58344000000,0.0,57685000000.0,583000000.0,21638000000.0,0.0,10956000000.0,628000000.0,133000000.0,2467000000.0,648000000.0,-9468000000.0,0.0,-9704000000.0,-12265000000.0,-4837000000.0,-1302000000.0,10183000000.0,-407000000.0,2539000000.0,1819000000.0,0.0
KHC,2014-12-28,10922000000.0,,7645000000.0,3277000000.0,0.0,1709000000.0,1709000000.0,1568000000.0,686000000.0,788000000.0,131000000.0,15000000.0,0.0,657000000.0,720000000.0,-63000000.0,-0.17,-0.17,,,0.0,0.3,0.183,0.135,-0.006,0.1594,2004000000.0,1474000000.0,672000000.0,0.0721,0.0602,2298000000.0,0.0,2298000000.0,851000000.0,1185000000.0,4915000000.0,2365000000.0,28147000000.0,0.0,0.0,31656000000.0,36571000000.0,1651000000.0,0.0,3092000000.0,13358000000.0,13358000000.0,0.0,4099000000.0,0.0,17794000000.0,20886000000.0,-574000000.0,0.0,7117000000.0,0.0,11060000000.0,581000000.0,1441000000.0,530000000.0,8000000.0,2140000000.0,-399000000.0,0.0,0.0,-349000000.0,-1103000000.0,0.0,0.0,-1820000000.0,-132000000.0,-161000000.0,1741000000.0,-0.1299
NWL,2019-12-31,9714900000.0,0.125595244992,6495500000.0,3219400000.0,149000000.0,2451000000.0,2600000000.0,-481700000.0,303300000.0,-851600000.0,-1037700000.0,0.0,0.0,106600000.0,0.0,106600000.0,0.25,0.25,423300000.0,423900000.0,0.920736022647,0.33138786812,-0.00367476762499,-0.0495836292705,0.0109728355413,0.0801963993453,-35700000.0,-481700000.0,106600000.0,-0.0876591627294,0.0109728355413,348600000.0,0.0,348600000.0,1841500000.0,1606700000.0,4109900000.0,1154900000.0,8625200000.0,0.0,775500000.0,11532100000.0,15642000000.0,1101400000.0,332400000.0,2978000000.0,5391300000.0,5723700000.0,0.0,0.0,0.0,7126600000.0,10678700000.0,7840300000,-2404200000.0,4963300000.0,0.0,5375100000.0,0.0,574100000.0,446000000.0,42500000.0,1044000000.0,264900000.0,-0.0,0.0,734800000.0,-1004000000.0,0.0,-390300000.0,-1903600000.0,-600000.0,-124800000.0,779100000.0,0.0
